"Z1_Int","Z1_U","Z2_Int","Z2_U","X_Int","X_Z1","X_Z2","Y_Int","Y_Z1","Y_Z2","Y_X","Y_SD","TZ2_Int","TZ2_W","TX_Int","TX_W","TY_Int","TY_W","AZ2_Int","AZ2_Z1","AZ2_W","AX_Int","AX_Z1","AX_W","AY_Int","AY_Z1","AY_W","BZ2_Int","BZ2_Z1","BZ2_X","BZ2_W","BX_Int","BX_Z1","BX_Z2","BX_W","BY_Int","BY_Z1","BY_Z2","BY_X","BY_W","CZ2_Int","CZ2_Z1","CZ2_X","CZ2_Y","CZ2_W","CX_Int","CX_Z1","CX_Z2","CX_Y","CX_W","CY_Int","CY_Z1","CY_Z2","CY_X","CY_W","DZ2_Int","DZ2_Z1","DZ2_W","DX_Int","DX_Z1","DX_W","DY_Int","DY_Z1","DY_W","EZ2_Int","EZ2_Z1","EZ2_X","EZ2_W","EX_Int","EX_Z1","EX_Z2","EX_W","EY_Int","EY_Z1","EY_Z2","EY_X","EY_W","FZ2_Int","FZ2_Z1","FZ2_Y","FZ2_W","FX_Int","FX_Z1","FX_Y","FX_W","FY_Int","FY_Z1","FY_W","GZ2_Int","GZ2_Z1","GZ2_X","GZ2_W","GX_Int","GX_Z1","GX_Z2","GX_W","GY_Int","GY_Z1","GY_Z2","GY_X","GY_W","HZ2_Int","HZ2_Z1","HZ2_X","HZ2_Y","HZ2_W","HX_Int","HX_Z1","HX_Z2","HX_Y","HX_W","HY_Int","HY_Z1","HY_Z2","HY_X","HY_W","IZ2_Int","IZ2_Z1","IZ2_X","IZ2_Y","IZ2_W","IX_Int","IX_Z1","IX_Z2","IX_Y","IX_W","IY_Int","IY_Z1","IY_Z2","IY_X","IY_W","JZ2_Int","JZ2_Z1","JZ2_W","JX_Int","JX_Z1","JX_W","JY_Int","JY_Z1","JY_W","deltaZ2","deltaX","deltaY"
0.434088965590168,1.4,-1.65737767210355,-1.4,-1.35165932382865,-0.203650004174183,0.495837727916211,7.36372430694607,-1.23219616121507,1.41592293505267,2.59610913871764,5.0408249160778,-4.33541965447115,4,-5.26017480988537,5,-1.36196869307009,0.9,-2.39759243094937,-0.446479699828187,2,-3.16707051075847,-0.447268742595965,3,-0.989848549190219,-0.628540607352112,0.8,-2.2,-0.446479699828187,0.5,1.5,-2.9,-0.447268742595965,0.5,2.5,-1.3,-0.459102329223853,0.495175098777895,0.467388833970341,0.8,-2.3,-0.252977520336289,0.5,0.0304553350278439,1.2,-2.9,-0.25140133260202,0.5,0.0315027412868576,2.2,-1.3,-0.459102329223853,0.495175098777895,0.467388833970341,0.8,-2,-0.446479699828187,1.5,-3,-0.447268742595965,2.5,-0.989848549190219,-0.628540607352112,0.8,-2.2,-0.446479699828187,0.5,1.5,-2.9,-0.447268742595965,0.5,2.5,-1.3,-0.459102329223853,0.495175098777895,0.467388833970341,0.8,-3,-0.252977520336289,0.0304553350278439,2,-4,-0.25140133260202,0.0315027412868576,3.3,-1.7,-0.628540607352112,2,-2.2,-0.446479699828187,0.5,1.5,-2.9,-0.447268742595965,0.5,2.5,-3,-0.459102329223853,0.495175098777895,0.467388833970341,3,-2.6,-0.252977520336289,0.5,0.0304553350278439,1.5,-3.5,-0.25140133260202,0.5,0.0315027412868576,2.5,-2.2,-0.459102329223853,0.495175098777895,0.467388833970341,2,-2.6,-0.252977520336289,0.5,0.0304553350278439,1.5,-3.2,-0.25140133260202,0.5,0.0315027412868576,2.5,-1.3,-0.459102329223853,0.495175098777895,0.467388833970341,0.8,-2.6,-0.446479699828187,2,-3.5,-0.447268742595965,3,-1.2,-0.628540607352112,0.8,0.5,0.5,0.03
